BRANCH_ID,BRANCH_NAME,REGION,CITY,STATE,COUNTRY,OPEN_DATE,STATUS
BR250,Madurai Road,SOUTH,Madurai,TN,India,2017-04-13,ACTIVE
BR251,Jodhpur Bazaar,NORTH,Jodhpur,RJ,India,2024-09-05,ACTIVE
BR252,Kollam Plaza,SOUTH,Kollam,KL,India,2016-10-16,ACTIVE
BR253,Siliguri Bazaar,EAST,Siliguri,WB,India,2017-12-26,ACTIVE
BR254,Nellore City Center,SOUTH,Nellore,AP,India,2025-10-05,ACTIVE
BR255,Nizamabad Arcade,SOUTH,Nizamabad,TS,India,2021-03-23,ACTIVE
BR256,Jodhpur Street,NORTH,Jodhpur,RJ,India,2021-01-30,ACTIVE
BR257,Howrah Bazaar,EAST,Howrah,WB,India,2022-07-26,ACTIVE
BR258,Guntur City Center,SOUTH,Guntur,AP,India,2024-02-10,INACTIVE
BR259,Kolhapur Arcade,WEST,Kolhapur,MH,India,2020-12-05,ACTIVE
BR260,Thane Square,WEST,Thane,MH,India,2025-02-22,INACTIVE
BR261,West Delhi Heights,NORTH,West Delhi,DL,India,2019-11-17,INACTIVE
BR262,Ghaziabad Highway,NORTH,Ghaziabad,UP,India,2022-01-09,ACTIVE
BR263,Patiala Bazaar,NORTH,Patiala,PB,India,2019-03-26,ACTIVE
BR264,Jabalpur City Center,CENTRAL,Jabalpur,MP,India,2022-03-12,ACTIVE
BR265,Udaipur Plaza,NORTH,Udaipur,RJ,India,2021-12-06,ACTIVE
BR266,South Delhi Bazaar,NORTH,South Delhi,DL,India,2018-07-03,INACTIVE
BR267,Rohini Street,NORTH,Rohini,DL,India,2016-01-03,ACTIVE
BR268,Nashik Road,WEST,Nashik,MH,India,2017-12-17,ACTIVE
BR269,Asansol Heights,EAST,Asansol,WB,India,2016-09-11,ACTIVE
BR270,Thane Heights,WEST,Thane,MH,India,2022-08-29,ACTIVE
BR271,Warangal City Center,SOUTH,Warangal,TS,India,2025-07-24,ACTIVE
BR272,Salem Heights,SOUTH,Salem,TN,India,2022-11-17,ACTIVE
BR273,Ujjain Arcade,CENTRAL,Ujjain,MP,India,2021-04-21,ACTIVE
BR274,Kolhapur Plaza,WEST,Kolhapur,MH,India,2016-09-25,ACTIVE
BR275,Nagpur Plaza,WEST,Nagpur,MH,India,2016-10-01,ACTIVE
BR276,Siliguri Square,EAST,Siliguri,WB,India,2015-03-26,ACTIVE
BR277,Jabalpur Street,CENTRAL,Jabalpur,MP,India,2022-06-10,ACTIVE
BR278,Howrah Heights,EAST,Howrah,WB,India,2017-05-12,ACTIVE
BR279,Mysuru Arcade,SOUTH,Mysuru,KA,India,2019-12-11,ACTIVE
BR280,Bhavnagar City Center,WEST,Bhavnagar,GJ,India,2017-08-04,ACTIVE
BR281,Mangalore Plaza,SOUTH,Mangalore,KA,India,2020-01-27,ACTIVE
BR282,Karimnagar Junction,SOUTH,Karimnagar,TS,India,2019-05-19,ACTIVE
BR283,Bhavnagar Arcade,WEST,Bhavnagar,GJ,India,2022-01-31,ACTIVE
BR284,Ujjain Plaza,CENTRAL,Ujjain,MP,India,2022-10-24,INACTIVE
BR285,South Delhi Street,NORTH,South Delhi,DL,India,2020-02-09,ACTIVE
BR286,Patiala Heights,NORTH,Patiala,PB,India,2022-03-09,ACTIVE
BR287,Indore City Center,CENTRAL,Indore,MP,India,2021-04-30,ACTIVE
BR288,Thane Junction,WEST,Thane,MH,India,2016-08-14,ACTIVE
BR289,Mysuru Bazaar,SOUTH,Mysuru,KA,India,2025-04-05,ACTIVE
BR290,Kolhapur Junction,WEST,Kolhapur,MH,India,2022-07-06,ACTIVE
BR291,Warangal Street,SOUTH,Warangal,TS,India,2020-03-12,ACTIVE
BR292,Gwalior Junction,CENTRAL,Gwalior,MP,India,2025-08-02,ACTIVE
BR293,Kanpur City Center,NORTH,Kanpur,UP,India,2024-01-09,ACTIVE
BR294,Asansol Square,EAST,Asansol,WB,India,2024-12-27,ACTIVE
BR295,Mysuru Heights,SOUTH,Mysuru,KA,India,2022-08-24,INACTIVE
BR296,Udaipur Square,NORTH,Udaipur,RJ,India,2021-04-20,ACTIVE
BR297,Jodhpur Arcade,NORTH,Jodhpur,RJ,India,2015-10-12,ACTIVE
BR298,Visakhapatnam Junction,SOUTH,Visakhapatnam,AP,India,2023-08-27,INACTIVE
BR299,Kanpur City Center,NORTH,Kanpur,UP,India,2023-02-15,ACTIVE
BR300,Warangal Road,SOUTH,Warangal,TS,India,2025-01-14,ACTIVE
BR301,Jabalpur City Center,CENTRAL,Jabalpur,MP,India,2024-04-08,ACTIVE
BR302,Karimnagar Square,SOUTH,Karimnagar,TS,India,2016-06-10,ACTIVE
BR303,Bikaner Arcade,NORTH,Bikaner,RJ,India,2016-02-16,ACTIVE
BR304,Mysuru Heights,SOUTH,Mysuru,KA,India,2020-11-19,ACTIVE
BR305,Ujjain Heights,CENTRAL,Ujjain,MP,India,2020-05-01,ACTIVE
BR306,Warangal Square,SOUTH,Warangal,TS,India,2023-01-28,ACTIVE
BR307,Jodhpur Arcade,NORTH,Jodhpur,RJ,India,2015-01-15,ACTIVE
BR308,Rajkot Road,WEST,Rajkot,GJ,India,2023-12-16,ACTIVE
BR309,Ludhiana Junction,NORTH,Ludhiana,PB,India,2020-10-30,INACTIVE
BR310,Karimnagar Heights,SOUTH,Karimnagar,TS,India,2018-02-23,ACTIVE
BR311,West Delhi Road,NORTH,West Delhi,DL,India,2015-08-29,ACTIVE
BR312,Dwarka Road,NORTH,Dwarka,DL,India,2024-12-20,ACTIVE
BR313,Nagpur Square,WEST,Nagpur,MH,India,2020-07-29,ACTIVE
BR314,South Delhi Bazaar,NORTH,South Delhi,DL,India,2021-04-22,ACTIVE
BR315,Bikaner Plaza,NORTH,Bikaner,RJ,India,2023-09-28,ACTIVE
BR316,Varanasi Plaza,NORTH,Varanasi,UP,India,2015-06-06,ACTIVE
BR317,Jalandhar Street,NORTH,Jalandhar,PB,India,2015-04-07,ACTIVE
BR318,Patiala Junction,NORTH,Patiala,PB,India,2022-06-07,ACTIVE
BR319,Coimbatore Highway,SOUTH,Coimbatore,TN,India,2016-12-14,ACTIVE
BR320,Mysuru Square,SOUTH,Mysuru,KA,India,2025-06-29,ACTIVE
BR321,Warangal Highway,SOUTH,Warangal,TS,India,2025-04-29,ACTIVE
BR322,Belgaum Plaza,SOUTH,Belgaum,KA,India,2022-04-08,ACTIVE
BR323,Ghaziabad Road,NORTH,Ghaziabad,UP,India,2022-05-22,INACTIVE
BR324,Madurai Heights,SOUTH,Madurai,TN,India,2020-02-14,ACTIVE
BR325,Jabalpur Plaza,CENTRAL,Jabalpur,MP,India,2020-09-03,ACTIVE
BR326,Mysuru City Center,SOUTH,Mysuru,KA,India,2021-11-01,ACTIVE
BR327,Salem Highway,SOUTH,Salem,TN,India,2016-11-27,ACTIVE
BR328,Kollam Arcade,SOUTH,Kollam,KL,India,2022-10-04,ACTIVE
BR329,Kollam Heights,SOUTH,Kollam,KL,India,2015-08-07,ACTIVE
BR330,Kanpur Heights,NORTH,Kanpur,UP,India,2015-04-07,ACTIVE
BR331,Jabalpur Plaza,CENTRAL,Jabalpur,MP,India,2023-06-14,ACTIVE
BR332,Nellore Heights,SOUTH,Nellore,AP,India,2025-04-07,ACTIVE
BR333,Thane Street,WEST,Thane,MH,India,2021-07-19,ACTIVE
BR334,Rajkot Street,WEST,Rajkot,GJ,India,2022-12-25,ACTIVE
BR335,Aurangabad Junction,WEST,Aurangabad,MH,India,2016-10-20,ACTIVE
BR336,Ludhiana Road,NORTH,Ludhiana,PB,India,2017-10-14,INACTIVE
BR337,Siliguri Plaza,EAST,Siliguri,WB,India,2015-12-02,ACTIVE
BR338,Mangalore Heights,SOUTH,Mangalore,KA,India,2018-06-10,ACTIVE
BR339,Patiala Square,NORTH,Patiala,PB,India,2025-06-09,ACTIVE
BR340,Warangal Road,SOUTH,Warangal,TS,India,2016-09-14,ACTIVE
BR341,Thrissur Junction,SOUTH,Thrissur,KL,India,2018-03-24,ACTIVE
BR342,Vadodara Junction,WEST,Vadodara,GJ,India,2018-12-23,INACTIVE
BR343,Hubli Heights,SOUTH,Hubli,KA,India,2021-08-30,ACTIVE
BR344,Gwalior Road,CENTRAL,Gwalior,MP,India,2018-08-15,ACTIVE
BR345,Coimbatore Bazaar,SOUTH,Coimbatore,TN,India,2022-03-14,ACTIVE
BR346,Ujjain Arcade,CENTRAL,Ujjain,MP,India,2023-05-21,ACTIVE
BR347,Patiala Junction,NORTH,Patiala,PB,India,2021-10-25,ACTIVE
BR348,Ujjain Arcade,CENTRAL,Ujjain,MP,India,2018-09-12,ACTIVE
BR349,Nagpur Street,WEST,Nagpur,MH,India,2018-04-30,INACTIVE
BR350,Gwalior Square,CENTRAL,Gwalior,MP,India,2025-10-13,ACTIVE
BR351,Thrissur Bazaar,SOUTH,Thrissur,KL,India,2017-04-09,ACTIVE
BR352,Amritsar Arcade,NORTH,Amritsar,PB,India,2021-05-31,ACTIVE
BR353,Nashik Square,WEST,Nashik,MH,India,2022-03-10,ACTIVE
BR354,Karimnagar Plaza,SOUTH,Karimnagar,TS,India,2015-01-28,ACTIVE
BR355,Patiala Square,NORTH,Patiala,PB,India,2018-05-16,ACTIVE
BR356,Jodhpur Junction,NORTH,Jodhpur,RJ,India,2019-06-21,ACTIVE
BR357,Nellore City Center,SOUTH,Nellore,AP,India,2018-06-13,ACTIVE
BR358,Hubli Square,SOUTH,Hubli,KA,India,2023-08-27,ACTIVE
BR359,Thrissur City Center,SOUTH,Thrissur,KL,India,2020-08-21,ACTIVE
BR360,Amritsar Square,NORTH,Amritsar,PB,India,2016-01-05,ACTIVE
BR361,Amritsar Arcade,NORTH,Amritsar,PB,India,2019-07-14,ACTIVE
BR362,Prayagraj Highway,NORTH,Prayagraj,UP,India,2017-10-06,ACTIVE
BR363,Prayagraj City Center,NORTH,Prayagraj,UP,India,2017-10-14,ACTIVE
BR364,Visakhapatnam Arcade,SOUTH,Visakhapatnam,AP,India,2023-06-05,ACTIVE
BR365,Salem Junction,SOUTH,Salem,TN,India,2016-10-11,ACTIVE
BR366,Durgapur Highway,EAST,Durgapur,WB,India,2020-06-17,INACTIVE
BR367,Meerut Bazaar,NORTH,Meerut,UP,India,2021-03-03,ACTIVE
BR368,Kollam Arcade,SOUTH,Kollam,KL,India,2015-03-09,INACTIVE
BR369,Mangalore Junction,SOUTH,Mangalore,KA,India,2015-07-11,ACTIVE
BR370,Tirunelveli Heights,SOUTH,Tirunelveli,TN,India,2015-09-07,ACTIVE
BR371,Thane Bazaar,WEST,Thane,MH,India,2016-02-23,ACTIVE
BR372,Nizamabad Street,SOUTH,Nizamabad,TS,India,2018-06-12,ACTIVE
BR373,Thane Road,WEST,Thane,MH,India,2024-09-06,ACTIVE
BR374,Nizamabad Road,SOUTH,Nizamabad,TS,India,2025-09-29,ACTIVE
BR375,Durgapur Arcade,EAST,Durgapur,WB,India,2021-12-21,ACTIVE
BR376,Nellore Plaza,SOUTH,Nellore,AP,India,2015-10-19,ACTIVE
BR377,Howrah Arcade,EAST,Howrah,WB,India,2016-12-28,INACTIVE
BR378,Rajkot Plaza,WEST,Rajkot,GJ,India,2018-10-11,ACTIVE
BR379,Rohini Road,NORTH,Rohini,DL,India,2018-05-09,ACTIVE
BR380,Indore Plaza,CENTRAL,Indore,MP,India,2015-06-28,ACTIVE
BR381,Siliguri Heights,EAST,Siliguri,WB,India,2019-10-20,ACTIVE
BR382,Thrissur Plaza,SOUTH,Thrissur,KL,India,2016-09-05,ACTIVE
BR383,Jamnagar Arcade,WEST,Jamnagar,GJ,India,2017-08-22,ACTIVE
BR384,Rajkot Street,WEST,Rajkot,GJ,India,2019-10-23,INACTIVE
BR385,Belgaum Square,SOUTH,Belgaum,KA,India,2017-07-19,ACTIVE
BR386,Belgaum Square,SOUTH,Belgaum,KA,India,2015-09-09,ACTIVE
BR387,Bhavnagar Highway,WEST,Bhavnagar,GJ,India,2018-04-27,INACTIVE
BR388,Udaipur City Center,NORTH,Udaipur,RJ,India,2023-08-21,ACTIVE
BR389,Nellore Highway,SOUTH,Nellore,AP,India,2018-10-23,ACTIVE
BR390,Mysuru Square,SOUTH,Mysuru,KA,India,2019-01-08,ACTIVE
BR391,Ludhiana Highway,NORTH,Ludhiana,PB,India,2016-03-12,ACTIVE
BR392,Jabalpur Junction,CENTRAL,Jabalpur,MP,India,2024-03-02,ACTIVE
BR393,Kollam Square,SOUTH,Kollam,KL,India,2023-08-06,ACTIVE
BR394,Indore City Center,CENTRAL,Indore,MP,India,2017-11-03,INACTIVE
BR395,Jamnagar Arcade,WEST,Jamnagar,GJ,India,2024-09-05,INACTIVE
BR396,Prayagraj Junction,NORTH,Prayagraj,UP,India,2021-02-25,INACTIVE
BR397,Karimnagar Junction,SOUTH,Karimnagar,TS,India,2022-06-17,ACTIVE
BR398,Kollam Junction,SOUTH,Kollam,KL,India,2020-05-09,INACTIVE
BR399,Jabalpur Heights,CENTRAL,Jabalpur,MP,India,2024-11-06,ACTIVE
BR400,Thane City Center,WEST,Thane,MH,India,2025-01-04,INACTIVE
BR401,Jalandhar Arcade,NORTH,Jalandhar,PB,India,2015-09-13,ACTIVE
BR402,Solapur Arcade,WEST,Solapur,MH,India,2015-02-12,ACTIVE
BR403,Patiala Junction,NORTH,Patiala,PB,India,2016-08-10,ACTIVE
BR404,Thrissur Square,SOUTH,Thrissur,KL,India,2015-09-09,INACTIVE
BR405,Dwarka Road,NORTH,Dwarka,DL,India,2025-04-20,ACTIVE
BR406,Patiala Arcade,NORTH,Patiala,PB,India,2016-03-19,ACTIVE
BR407,Trichy Junction,SOUTH,Trichy,TN,India,2022-07-20,ACTIVE
BR408,Meerut Heights,NORTH,Meerut,UP,India,2021-03-29,INACTIVE
BR409,Ajmer Square,NORTH,Ajmer,RJ,India,2015-10-31,ACTIVE
BR410,Visakhapatnam Heights,SOUTH,Visakhapatnam,AP,India,2020-10-29,ACTIVE
BR411,Guntur Highway,SOUTH,Guntur,AP,India,2019-12-23,ACTIVE
BR412,Asansol Road,EAST,Asansol,WB,India,2015-03-01,ACTIVE
BR413,Hubli Street,SOUTH,Hubli,KA,India,2025-07-01,ACTIVE
BR414,Asansol Plaza,EAST,Asansol,WB,India,2017-01-14,ACTIVE
BR415,Jabalpur Road,CENTRAL,Jabalpur,MP,India,2019-09-16,ACTIVE
BR416,Nellore Road,SOUTH,Nellore,AP,India,2024-01-21,INACTIVE
BR417,Solapur Plaza,WEST,Solapur,MH,India,2015-10-01,ACTIVE
BR418,Ludhiana Plaza,NORTH,Ludhiana,PB,India,2021-08-24,ACTIVE
BR419,Jabalpur Street,CENTRAL,Jabalpur,MP,India,2016-01-03,ACTIVE
BR420,Rohini Square,NORTH,Rohini,DL,India,2017-01-23,ACTIVE
BR421,Salem Road,SOUTH,Salem,TN,India,2015-04-20,ACTIVE
BR422,Vadodara Arcade,WEST,Vadodara,GJ,India,2024-12-26,ACTIVE
BR423,Nellore Bazaar,SOUTH,Nellore,AP,India,2015-10-17,INACTIVE
BR424,Tirunelveli Highway,SOUTH,Tirunelveli,TN,India,2019-09-29,ACTIVE
BR425,Karimnagar Heights,SOUTH,Karimnagar,TS,India,2025-10-07,ACTIVE
BR426,Madurai Road,SOUTH,Madurai,TN,India,2021-02-21,ACTIVE
BR427,Kozhikode Arcade,SOUTH,Kozhikode,KL,India,2018-02-25,ACTIVE
BR428,Vadodara Junction,WEST,Vadodara,GJ,India,2019-12-17,ACTIVE
BR429,Warangal Plaza,SOUTH,Warangal,TS,India,2017-05-08,ACTIVE
BR430,Jodhpur Plaza,NORTH,Jodhpur,RJ,India,2020-08-22,ACTIVE
BR431,Thrissur Road,SOUTH,Thrissur,KL,India,2021-08-17,ACTIVE
BR432,Belgaum Street,SOUTH,Belgaum,KA,India,2019-07-24,INACTIVE
BR433,Ajmer Heights,NORTH,Ajmer,RJ,India,2024-07-04,ACTIVE
BR434,Durgapur Junction,EAST,Durgapur,WB,India,2018-03-23,ACTIVE
BR435,Salem Heights,SOUTH,Salem,TN,India,2024-04-21,ACTIVE
BR436,Ludhiana Square,NORTH,Ludhiana,PB,India,2018-08-08,ACTIVE
BR437,Jodhpur Street,NORTH,Jodhpur,RJ,India,2016-12-17,INACTIVE
BR438,Indore Road,CENTRAL,Indore,MP,India,2022-01-13,ACTIVE
BR439,Ujjain Road,CENTRAL,Ujjain,MP,India,2023-11-26,ACTIVE
BR440,West Delhi Bazaar,NORTH,West Delhi,DL,India,2018-05-08,ACTIVE
BR441,Nagpur Junction,WEST,Nagpur,MH,India,2021-06-01,ACTIVE
BR442,West Delhi Street,NORTH,West Delhi,DL,India,2025-01-29,ACTIVE
BR443,Jodhpur Plaza,NORTH,Jodhpur,RJ,India,2023-07-04,ACTIVE
BR444,Thrissur Bazaar,SOUTH,Thrissur,KL,India,2015-05-25,ACTIVE
BR445,Howrah Arcade,EAST,Howrah,WB,India,2020-11-19,ACTIVE
BR446,Visakhapatnam Heights,SOUTH,Visakhapatnam,AP,India,2018-05-17,ACTIVE
BR447,Shimoga City Center,SOUTH,Shimoga,KA,India,2015-05-31,ACTIVE
BR448,Varanasi Junction,NORTH,Varanasi,UP,India,2018-12-08,ACTIVE
BR449,Kollam Heights,SOUTH,Kollam,KL,India,2020-02-02,ACTIVE
BR450,Aurangabad Highway,WEST,Aurangabad,MH,India,2015-09-30,ACTIVE
BR451,Nizamabad Junction,SOUTH,Nizamabad,TS,India,2020-12-21,ACTIVE
BR452,Siliguri Plaza,EAST,Siliguri,WB,India,2024-10-12,ACTIVE
BR453,Dwarka Street,NORTH,Dwarka,DL,India,2018-04-06,ACTIVE
BR454,Vadodara Street,WEST,Vadodara,GJ,India,2022-05-19,ACTIVE
BR455,Warangal City Center,SOUTH,Warangal,TS,India,2016-07-26,ACTIVE
BR456,Thane City Center,WEST,Thane,MH,India,2025-01-14,ACTIVE
BR457,Warangal Street,SOUTH,Warangal,TS,India,2023-04-22,ACTIVE
BR458,Amritsar Street,NORTH,Amritsar,PB,India,2019-12-03,ACTIVE
BR459,Thrissur Plaza,SOUTH,Thrissur,KL,India,2024-04-13,INACTIVE
BR460,Asansol Junction,EAST,Asansol,WB,India,2021-04-13,ACTIVE
BR461,Jodhpur Square,NORTH,Jodhpur,RJ,India,2025-01-11,ACTIVE
BR462,Mysuru Road,SOUTH,Mysuru,KA,India,2020-11-24,INACTIVE
BR463,Thrissur Junction,SOUTH,Thrissur,KL,India,2018-01-08,ACTIVE
BR464,Bhavnagar Highway,WEST,Bhavnagar,GJ,India,2021-09-13,ACTIVE
BR465,Nellore Arcade,SOUTH,Nellore,AP,India,2022-09-30,ACTIVE
BR466,Nagpur Heights,WEST,Nagpur,MH,India,2017-06-10,ACTIVE
BR467,Solapur Square,WEST,Solapur,MH,India,2016-02-27,ACTIVE
BR468,Kanpur Highway,NORTH,Kanpur,UP,India,2023-04-22,ACTIVE
BR469,Gwalior Plaza,CENTRAL,Gwalior,MP,India,2023-08-15,ACTIVE
BR470,Karimnagar Junction,SOUTH,Karimnagar,TS,India,2016-10-17,ACTIVE
BR471,Udaipur Bazaar,NORTH,Udaipur,RJ,India,2022-07-26,ACTIVE
BR472,Ludhiana Bazaar,NORTH,Ludhiana,PB,India,2016-03-31,INACTIVE
BR473,Ujjain Road,CENTRAL,Ujjain,MP,India,2015-01-25,ACTIVE
BR474,Amritsar City Center,NORTH,Amritsar,PB,India,2019-09-27,ACTIVE
BR475,Thrissur Heights,SOUTH,Thrissur,KL,India,2017-03-10,ACTIVE
BR476,Madurai Highway,SOUTH,Madurai,TN,India,2019-06-21,ACTIVE
BR477,Trichy Highway,SOUTH,Trichy,TN,India,2024-09-09,ACTIVE
BR478,Durgapur Heights,EAST,Durgapur,WB,India,2018-01-17,ACTIVE
BR479,Tirunelveli Arcade,SOUTH,Tirunelveli,TN,India,2018-05-05,ACTIVE
BR480,Thrissur Plaza,SOUTH,Thrissur,KL,India,2017-12-25,ACTIVE
BR481,Tirunelveli Bazaar,SOUTH,Tirunelveli,TN,India,2017-06-02,ACTIVE
BR482,Bikaner Road,NORTH,Bikaner,RJ,India,2015-05-12,ACTIVE
BR483,Thrissur Street,SOUTH,Thrissur,KL,India,2022-09-28,ACTIVE
BR484,Karimnagar Highway,SOUTH,Karimnagar,TS,India,2015-05-02,ACTIVE
BR485,Vellore Plaza,SOUTH,Vellore,TN,India,2024-03-26,ACTIVE
BR486,South Delhi Road,NORTH,South Delhi,DL,India,2019-08-01,INACTIVE
BR487,Karimnagar Road,SOUTH,Karimnagar,TS,India,2018-06-29,ACTIVE
BR488,Mysuru Arcade,SOUTH,Mysuru,KA,India,2021-07-01,ACTIVE
BR489,Amritsar Street,NORTH,Amritsar,PB,India,2021-10-27,INACTIVE
BR490,Nizamabad Road,SOUTH,Nizamabad,TS,India,2025-12-16,ACTIVE
BR491,Nellore Road,SOUTH,Nellore,AP,India,2023-09-26,ACTIVE
BR492,Rohini Street,NORTH,Rohini,DL,India,2016-03-18,ACTIVE
BR493,Nashik City Center,WEST,Nashik,MH,India,2015-11-15,ACTIVE
BR494,Aurangabad Arcade,WEST,Aurangabad,MH,India,2021-03-27,ACTIVE
BR495,Madurai Arcade,SOUTH,Madurai,TN,India,2019-04-04,ACTIVE
BR496,Indore Junction,CENTRAL,Indore,MP,India,2023-12-16,INACTIVE
BR497,Salem Junction,SOUTH,Salem,TN,India,2015-11-28,ACTIVE
BR498,Kolhapur Highway,WEST,Kolhapur,MH,India,2023-05-27,ACTIVE
BR499,Rajkot Arcade,WEST,Rajkot,GJ,India,2015-05-11,ACTIVE
BR500,Indore City Center,CENTRAL,Indore,MP,India,2015-05-04,ACTIVE
